,PostId,PostUrl,Platform,ChannelID,ChannelName,ChannelEngagement,post_body_text,published_at,LikesCount,SharesCount,CommentsCount,ViewsCount,FollowersCount,FollowersCommentsRatio
0,364996675,https://www.tiktok.com/@drjillstein/video/7433914785139313962,TikTok,20895344,Jill Stein,"{""follower_count"":152642,""following_count"":130,""like_count"":2403750,""post_count"":362,""views_count"":40029330,""comment_count"":139339,""share_count"":208747}",@YourFavoriteGuy Thank you and Free Palestine 🍉 #VOTEGREEN #VOTEJILLSTEIN #steinware2024 ,2024-11-05T21:46:09.000Z,1333,138,117,12003,15264,130.46153846153845
1,364996694,https://www.tiktok.com/@drjillstein/video/7433911275958177066,TikTok,20895344,Jill Stein,"{""follower_count"":152642,""following_count"":130,""like_count"":2403750,""post_count"":362,""views_count"":40029330,""comment_count"":139339,""share_count"":208747}",Thank you @hamzah | حمزة 🍉 Free Palestine #VOTEGREEN #VOTEJILLSTEIN ,2024-11-05T21:32:33.000Z,5376,416,240,31732,15264,63.6
2,364896115,https://twitter.com/ehsanjoarder/status/1853897336683950486,Twitter,25508338,Ehsan Joarder,"{""follower_count"":3353,""following_count"":1517,""like_count"":null,""post_count"":911,""views_count"":null,""comment_count"":null,""share_count"":null}","@whatyournamed My vote must be earned, 2016 Trump had my vote, 2020 Trump had my vote. 2024 Israel First Trump lost it",2024-11-05T20:29:03.000Z,38,0,5,694,335,67.0
3,364863907,https://twitter.com/MarshaBlackburn/status/1853891334920134961,Twitter,6716023,Sen. Marsha Blackburn,"{""follower_count"":1280609,""following_count"":2025,""like_count"":null,""post_count"":21473,""views_count"":null,""comment_count"":null,""share_count"":null}",I am praying for Israel as they continue to face vicious attacks by Iran-backed proxies and Hamas terrorists.,2024-11-05T20:05:12.000Z,691,87,140,20233,128060,914.7142857142857
4,364758275,https://twitter.com/RepMarkGreen/status/1853890305478521146,Twitter,8644989,Rep. Mark Green,"{""follower_count"":98209,""following_count"":1169,""like_count"":null,""post_count"":11852,""views_count"":null,""comment_count"":null,""share_count"":null}","The successful capture of a senior Hezbollah leader is critical to U.S. national security. The more terrorists Israel takes off the board, the fewer there are to threaten Israelis and Americans alike. 

https://t.co/VFd5UmrcQu",2024-11-05T20:01:07.000Z,16,1,2,715,9820,4910.0
5,364759984,https://twitter.com/ehsanjoarder/status/1853884036076179961,Twitter,25508338,Ehsan Joarder,"{""follower_count"":3365,""following_count"":1517,""like_count"":null,""post_count"":911,""views_count"":null,""comment_count"":null,""share_count"":null}",No on Israel https://t.co/og2fPj0NX4,2024-11-05T19:36:12.000Z,872,51,76,26625,336,4.421052631578948
6,364804231,https://twitter.com/epanitch/status/1853882877441917343,Twitter,8706562,Rep. Esther Panitch,"{""follower_count"":9526,""following_count"":5225,""like_count"":null,""post_count"":32398,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @biannagolodryga: This isn’t a surprise. Netanyahu fired Gallant during the judicial crisis, only to bring him back after pressure from…",2024-11-05T19:31:36.000Z,0,104,0,0,952,inf
7,364759769,https://twitter.com/DrJillStein/status/1853878190626009097,Twitter,10614341,Dr. Jill Stein🌻,"{""follower_count"":401390,""following_count"":1797,""like_count"":null,""post_count"":19712,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @SpiritofHo: Just voted. It was an easy choice.

I voted for peace and against war.

For Palestine 🇵🇸 and against genocide.

For workers…",2024-11-05T19:12:58.000Z,0,398,0,0,40139,inf
8,364763636,https://twitter.com/bfry1981/status/1853872125079343580,Twitter,7239289,Brian E. Frydenborg SLAVA UKRAINI! No to Trump/GOP,"{""follower_count"":21336,""following_count"":7259,""like_count"":null,""post_count"":309865,""views_count"":null,""comment_count"":null,""share_count"":null}",RT @BarakRavid: BREAKING: Netanyahu appoints foreign minister Israel Katz as minister of defense and Gideon Saar as foreign minister,2024-11-05T18:48:52.000Z,0,204,0,0,2133,inf
9,364759792,https://twitter.com/DrJillStein/status/1853870912690442695,Twitter,10614341,Dr. Jill Stein🌻,"{""follower_count"":401390,""following_count"":1797,""like_count"":null,""post_count"":19712,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @CallForCongress: Stein campaign in Dearborn for the election

Nighttime commercial streets looking like Free Palestine 🇵🇸 https://t.co/…",2024-11-05T18:44:03.000Z,0,43,0,0,40139,inf
10,364698408,https://twitter.com/ChesterToddWI/status/1853867573789782104,Twitter,24487014,Chester Todd for Congress WI-01,"{""follower_count"":2241,""following_count"":1175,""like_count"":null,""post_count"":1619,""views_count"":null,""comment_count"":null,""share_count"":null}","Why do I feel that Israel will do something terrible tonight while the people of the US are distracted by the election of our Board of Directors?

Oh, that's right.  They did the same thing in the West Bank in 2016.",2024-11-05T18:30:47.000Z,46,26,2,357,224,112.0
11,364700188,https://twitter.com/markalfordkc/status/1853864627987239221,Twitter,8403376,Mark Alford 🇺🇸🇺🇸🇺🇸🇺🇸,"{""follower_count"":14522,""following_count"":717,""like_count"":27487,""post_count"":7053,""views_count"":79686304,""comment_count"":null,""share_count"":null}","Over $100 billion in oil sales to Iran and $16.5 billion in sanctioned funds released—thanks to Biden’s weakness on the world stage.

Iran is using these resources to fund terror groups like Hezbollah, who seek Israel’s destruction.

This is the harsh reality Israel faces every https://t.co/DGbrqOdU32",2024-11-05T18:19:05.000Z,9,3,2,665,1452,726.0
12,364701113,https://twitter.com/JakeEllzey/status/1853859688091398144,Twitter,9284432,Jake Ellzey,"{""follower_count"":4645,""following_count"":417,""like_count"":null,""post_count"":801,""views_count"":null,""comment_count"":null,""share_count"":null}","Just left Midlothian and Corsicana, and now heading to Palestine and Jacksonville! https://t.co/FgEUXj50kl",2024-11-05T17:59:27.000Z,14,2,4,752,464,116.0
13,364698957,https://twitter.com/DrJillStein/status/1853839983339008211,Twitter,10614341,Dr. Jill Stein🌻,"{""follower_count"":401394,""following_count"":1797,""like_count"":null,""post_count"":19712,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @guychristensen_: I asked Jill Stein what should be done about AIPAC and the pro Israel lobby in America:

Here is what she said 👇👇 http…",2024-11-05T16:41:09.000Z,0,668,0,0,40139,inf
14,364699034,https://twitter.com/DrJillStein/status/1853839564806508873,Twitter,10614341,Dr. Jill Stein🌻,"{""follower_count"":401387,""following_count"":1797,""like_count"":null,""post_count"":19684,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @anthonyzenkus: Liberals keep saying ""A vote for Jill Stein is a vote for Donald Trump"" and that Donald Trump is going to let Israel  ""f…",2024-11-05T16:39:29.000Z,0,183,0,0,40138,inf
15,364581396,https://twitter.com/Maebe_A_Girl/status/1853834679260151964,Twitter,7383391,Maebe A. Girl,"{""follower_count"":9496,""following_count"":2698,""like_count"":null,""post_count"":9046,""views_count"":null,""comment_count"":null,""share_count"":null}",Israel especially perpetrates these war crimes when the U.S. is busy. 🗳️,2024-11-05T16:20:04.000Z,5,0,0,281,949,inf
16,364585115,https://twitter.com/JohnCornyn/status/1853822804082168236,Twitter,6733712,Senator John Cornyn,"{""follower_count"":377625,""following_count"":13559,""like_count"":null,""post_count"":61910,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @SenatorLankford: The US needs to continue to support our friend and ally, Israel.",2024-11-05T15:32:53.000Z,0,10,0,0,37762,inf
17,364551898,https://twitter.com/epanitch/status/1853822747006161367,Twitter,8706562,Rep. Esther Panitch,"{""follower_count"":9526,""following_count"":5225,""like_count"":null,""post_count"":32398,""views_count"":null,""comment_count"":null,""share_count"":null}",RT @JewishWonk: I never want to hear anything from right wingers on a normie pro-Israel Democrat's Israel position again. Y'all abandoned t…,2024-11-05T15:32:39.000Z,0,121,0,0,952,inf
18,364586355,https://twitter.com/DrRichardMoss/status/1853821883843543184,Twitter,7831597,Richard Moss MD: America Reborn,"{""follower_count"":1582,""following_count"":3380,""like_count"":434,""post_count"":5715,""views_count"":34396,""comment_count"":88,""share_count"":5136630}","If you want to save America and end the devastation of the last four years, help Israel, and bring peace to the world, then vote for Trump!",2024-11-05T15:29:14.000Z,0,0,0,34,158,inf
19,364583388,https://twitter.com/SenatorLankford/status/1853821415213920476,Twitter,7125060,Sen. James Lankford,"{""follower_count"":141458,""following_count"":815,""like_count"":null,""post_count"":12630,""views_count"":null,""comment_count"":null,""share_count"":null}","The US needs to continue to support our friend and ally, Israel.",2024-11-05T15:27:22.000Z,160,10,75,8788,14145,188.6
20,364687849,https://twitter.com/RepStefanik/status/1853814539621691779,Twitter,8650497,Rep. Elise Stefanik,"{""follower_count"":566284,""following_count"":746,""like_count"":null,""post_count"":14424,""views_count"":null,""comment_count"":null,""share_count"":null}","Day 395.

It has been 395 days since Hamas terrorists abducted innocent civilians during the barbaric Oct 7th attack in Israel. There are over 100 still being held hostage in Gaza including SEVEN Americans. We MUST bring them home now.",2024-11-05T15:00:03.000Z,331,68,39,6922,56628,1452.0
21,364578327,https://twitter.com/votesocialist24/status/1853811441503007091,Twitter,19051925,Claudia De la Cruz & Karina Garcia 2024,"{""follower_count"":45785,""following_count"":373,""like_count"":null,""post_count"":6134,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @SteakleyClaire: Another one for Claudia De la Cruz! Glad I was able to vote my conscience here in Texas. Free Palestine. 
@votesocialis…",2024-11-05T14:47:44.000Z,0,13,0,0,4578,inf
22,364514917,https://twitter.com/DrRichardMoss/status/1853809374927475133,Twitter,7831597,Richard Moss MD: America Reborn,"{""follower_count"":1582,""following_count"":3380,""like_count"":434,""post_count"":5715,""views_count"":34396,""comment_count"":88,""share_count"":5136630}","Harris/Biden and the Democratic Party issued an ultimatum to Israel on the eve of the election, threatening to cut off military aid in the midst of a war if they don’t take better care of the so-called Palestinians in Gaza.",2024-11-05T14:39:31.000Z,0,0,0,25,158,inf
23,364512481,https://twitter.com/GeoffYoung4KY/status/1853800825740492868,Twitter,10279779,Geoffrey M. Young,"{""follower_count"":37180,""following_count"":35720,""like_count"":null,""post_count"":47263,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @peace__jane: Over 50 countries press UN for arms embargo on 'Israel

More than 50 nations urge the UN for an arms embargo on 'Israel' t…",2024-11-05T14:05:33.000Z,0,55,0,0,3718,inf
24,364512487,https://twitter.com/GeoffYoung4KY/status/1853800196271960423,Twitter,10279779,Geoffrey M. Young,"{""follower_count"":37180,""following_count"":35720,""like_count"":null,""post_count"":47263,""views_count"":null,""comment_count"":null,""share_count"":null}","Definitely a war crime and a crime against humanity.
The USA &amp; Israel are to blame for every war crime committed from Oct 7, 2023 to today.
Everyone who voted for Holocaust Harris is an immoral person. If they believe in hell (which I don't) they're going to hell for their vote.",2024-11-05T14:03:03.000Z,21,13,0,589,3718,inf
25,364512498,https://twitter.com/GeoffYoung4KY/status/1853799009330053615,Twitter,10279779,Geoffrey M. Young,"{""follower_count"":37180,""following_count"":35720,""like_count"":null,""post_count"":47263,""views_count"":null,""comment_count"":null,""share_count"":null}","Every horrible atrocity, war crime, act of international terrorism &amp; international aggression Israel has committed since October 7, 2023 HAS BEEN COMMITTED BY THE USA TOO.
There are 100s of war criminals in the US walking free.
Everyone who voted for Holocaust Harris is immoral.",2024-11-05T13:58:20.000Z,18,7,0,590,3718,inf
26,364512506,https://twitter.com/GeoffYoung4KY/status/1853797930487984361,Twitter,10279779,Geoffrey M. Young,"{""follower_count"":37180,""following_count"":35720,""like_count"":null,""post_count"":47263,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @authenttorahjew: ""As an American Jew, I ask—don’t call Israel a 'Jewish State.' Call it what you will, but don’t use the name of an ent…",2024-11-05T13:54:03.000Z,0,671,0,0,3718,inf
27,364551960,https://twitter.com/epanitch/status/1853789246290579670,Twitter,8706562,Rep. Esther Panitch,"{""follower_count"":9526,""following_count"":5225,""like_count"":null,""post_count"":32398,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @DemMaj4Israel: .@realDonaldTrump praises anti-Israel, Green Party leader, Jill Stein, calling her one of his “favorite politicians”

“I…",2024-11-05T13:19:32.000Z,0,17,0,0,952,inf
28,364513574,https://twitter.com/ChrisForPA/status/1853786578029592760,Twitter,7844016,Chris Deluzio,"{""follower_count"":11176,""following_count"":1519,""like_count"":null,""post_count"":2350,""views_count"":null,""comment_count"":null,""share_count"":null}","I’m starting Election Day here in Darlington, a community that lived through the Norfolk Southern train derailment nearby in East Palestine. It’s not a place with the most Democrats, or the most voters, but it’s a place I have and will always fight for as our Congressman. https://t.co/SiZpSvLZQI",2024-11-05T13:08:56.000Z,90,20,3,4360,1117,372.3333333333333
29,364544985,https://twitter.com/ForhanForOhio/status/1853776646949457994,Twitter,14878536,Elliot Forhan (he/him) ELECT KAMALA HARRIS!,"{""follower_count"":2347,""following_count"":3433,""like_count"":null,""post_count"":58245,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @tayab_ali_: It is our duty to speak out and defend those that defend us.

Read my article on the unfair smear attacks levelled against…",2024-11-05T12:29:28.000Z,0,109,0,0,234,inf
30,364552153,https://twitter.com/epanitch/status/1853769660925157760,Twitter,8706562,Rep. Esther Panitch,"{""follower_count"":9526,""following_count"":5225,""like_count"":null,""post_count"":32398,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @DocE181818: Anti-Zionism is a hate movement 

You can excuse, validate, etc the calls to destroy the state of Israel &amp; for  genocide of…",2024-11-05T12:01:43.000Z,0,1,0,0,952,inf
31,364545072,https://twitter.com/ForhanForOhio/status/1853767835278795003,Twitter,14878536,Elliot Forhan (he/him) ELECT KAMALA HARRIS!,"{""follower_count"":2347,""following_count"":3433,""like_count"":null,""post_count"":58245,""views_count"":null,""comment_count"":null,""share_count"":null}",RT @MuntherIsaac: Statement from the bishop of the ELCJHL about Israel’s decision to close UNRWA. “We ask you to join us in condemning this…,2024-11-05T11:54:27.000Z,0,588,0,0,234,inf
32,364552215,https://twitter.com/epanitch/status/1853765347981029609,Twitter,8706562,Rep. Esther Panitch,"{""follower_count"":9530,""following_count"":5225,""like_count"":null,""post_count"":32374,""views_count"":null,""comment_count"":null,""share_count"":null}","Good morning! Let’s do this. And to my moderate Jewish colleagues running for office in Georgia (both parties), THANK YOU for putting yourselves out there during the most inhospitable time for American Jews. We need strong pro-Israel Jewish voices in both parties. #gapol https://t.co/ty48t7khhJ",2024-11-05T11:44:34.000Z,86,13,4,1086,953,238.25
33,364474722,https://twitter.com/BryanLeibFL/status/1853762199325458822,Twitter,15634659,Bryan E. Leib,"{""follower_count"":19485,""following_count"":4483,""like_count"":51564,""post_count"":67069,""views_count"":4628643,""comment_count"":5863,""share_count"":2250044}","RT @JewishWarrior13: For us Jews, Trump is our only choice. He stood with Israel and will stand with Israel and Jews. Reminder: Harris neve…",2024-11-05T11:32:04.000Z,0,317,0,0,1948,inf
34,364545114,https://twitter.com/ForhanForOhio/status/1853754650815611274,Twitter,14878536,Elliot Forhan (he/him) ELECT KAMALA HARRIS!,"{""follower_count"":2347,""following_count"":3433,""like_count"":null,""post_count"":58245,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @AJEnglish: Retired Jewish professor Haim Bresheeth, a child of Holocaust survivors and founder of the Jewish Network for Palestine, was…",2024-11-05T11:02:04.000Z,0,10016,0,0,234,inf
35,364545124,https://twitter.com/ForhanForOhio/status/1853754618259419509,Twitter,14878536,Elliot Forhan (he/him) ELECT KAMALA HARRIS!,"{""follower_count"":2347,""following_count"":3433,""like_count"":null,""post_count"":58245,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @danpjsheehan: Israel is now murdering a child every hour, using 🇺🇸 bombs, 🇺🇸 bullets, and 🇺🇸 diplomatic cover.

We—every single tax-pay…",2024-11-05T11:01:56.000Z,0,99,0,0,234,inf
36,364545284,https://twitter.com/ForhanForOhio/status/1853749670851280959,Twitter,14878536,Elliot Forhan (he/him) ELECT KAMALA HARRIS!,"{""follower_count"":2348,""following_count"":3431,""like_count"":null,""post_count"":58245,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @evanhill: At Al-Awda Hospital, Israel has never made a claim of a Hamas presence. Israeli forces have shelled the hospital, killed staf…",2024-11-05T10:42:17.000Z,0,70,0,0,234,inf
37,364545299,https://twitter.com/ForhanForOhio/status/1853749615314546943,Twitter,14878536,Elliot Forhan (he/him) ELECT KAMALA HARRIS!,"{""follower_count"":2348,""following_count"":3431,""like_count"":null,""post_count"":58245,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @evanhill: Israel has presented ""little or even no evidence of a significant Hamas presence"" at northern Gaza's three main hospitals, wh…",2024-11-05T10:42:03.000Z,0,907,0,0,234,inf
38,364545327,https://twitter.com/ForhanForOhio/status/1853746652319719597,Twitter,14878536,Elliot Forhan (he/him) ELECT KAMALA HARRIS!,"{""follower_count"":2348,""following_count"":3431,""like_count"":null,""post_count"":58245,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @Hamza_a96: This Palestinian boy’s mother was killed by Israel months ago. Every day at night he comes to sleep by her grave. 

What hav…",2024-11-05T10:30:17.000Z,0,146,0,0,234,inf
39,364476345,https://twitter.com/NoahArbit/status/1853746648754663595,Twitter,11604576,Rep. Noah Arbit🎗️,"{""follower_count"":4832,""following_count"":2245,""like_count"":null,""post_count"":13895,""views_count"":null,""comment_count"":null,""share_count"":null}",RT @danishacarterr: lmao good job leftists. you saved palestine and everyone’s rights! 👏🏾,2024-11-05T10:30:16.000Z,0,5168,0,0,483,inf
40,364545373,https://twitter.com/ForhanForOhio/status/1853745592016453849,Twitter,14878536,Elliot Forhan (he/him) ELECT KAMALA HARRIS!,"{""follower_count"":2348,""following_count"":3431,""like_count"":null,""post_count"":58245,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @gazanotice: Israel has bombed the historic Saint George’s Church in Lebanon…

This church was built in 1867, 80 years before the establ…",2024-11-05T10:26:04.000Z,0,745,0,0,234,inf
41,364545416,https://twitter.com/ForhanForOhio/status/1853744893664887049,Twitter,14878536,Elliot Forhan (he/him) ELECT KAMALA HARRIS!,"{""follower_count"":2348,""following_count"":3431,""like_count"":null,""post_count"":58245,""views_count"":null,""comment_count"":null,""share_count"":null}",RT @aaolomi: only a year ago any mention of Israel attacking hospitals was considered blood libel. They’ve  attacked hospitals almost every…,2024-11-05T10:23:18.000Z,0,12,0,0,234,inf
42,364474365,https://twitter.com/JoshEisenNY/status/1853707663932309795,Twitter,22063964,Josh Eisen,"{""follower_count"":1197,""following_count"":822,""like_count"":null,""post_count"":15016,""views_count"":null,""comment_count"":null,""share_count"":null}","@songsofyoni @Israel Do you really believe the destruction of a nuclear facility that might not exist will impact Jewish history or will change antisemitic hearts?

Pebbles in the road, brother.",2024-11-05T07:55:21.000Z,0,0,0,25,119,inf
43,364450105,https://twitter.com/CallForCongress/status/1853699053139247263,Twitter,8148550,Jason Call 🇵🇸 CM Stein/Ware24: Unbreakable,"{""follower_count"":24725,""following_count"":5171,""like_count"":null,""post_count"":29374,""views_count"":null,""comment_count"":null,""share_count"":null}","Stein campaign in Dearborn for the election

Nighttime commercial streets looking like Free Palestine 🇵🇸 https://t.co/vdGzXQkgy6",2024-11-05T07:21:08.000Z,231,51,6,6779,2472,412.0
44,364381629,https://twitter.com/ehsanjoarder/status/1853692915660259488,Twitter,25508338,Ehsan Joarder,"{""follower_count"":3353,""following_count"":1517,""like_count"":null,""post_count"":911,""views_count"":null,""comment_count"":null,""share_count"":null}",@Kahlissee I’m about to order some Palestine merch so one of these cucks does this to me lol,2024-11-05T06:56:45.000Z,6,0,0,664,335,inf
45,364433093,https://twitter.com/joaquinlife/status/1853683964445446434,Twitter,4498166,Joaquín Beltrán for Downey City Council,"{""follower_count"":20551,""following_count"":11029,""like_count"":null,""post_count"":96907,""views_count"":null,""comment_count"":null,""share_count"":null}",RT @zei_squirrel: Mearsheimer also pointed out the truism that Israel itself intentionally killed many of its own people on October 7 with…,2024-11-05T06:21:11.000Z,0,166,0,0,2055,inf
46,364357079,https://twitter.com/riggs4missouri/status/1853667070476472479,Twitter,10642203,Riggs For Missouri,"{""follower_count"":889,""following_count"":519,""like_count"":null,""post_count"":10644,""views_count"":null,""comment_count"":null,""share_count"":null}",RT @TomCottonAR: Barack Obama sent billions to the Iranian regime that is trying to wipe Israel off the map. He let the UN jackals attack I…,2024-11-05T05:14:03.000Z,0,4284,0,0,88,inf
47,364382152,https://twitter.com/Ruwa4Georgia/status/1853647017127358711,Twitter,10779779,Rep. Ruwa Romman,"{""follower_count"":27429,""following_count"":2627,""like_count"":null,""post_count"":8224,""views_count"":null,""comment_count"":null,""share_count"":null}","This has been the hardest election cycle in the ten years I’ve been doing this. When I ran two years ago, I only agreed to run because it’s state level. There was no way, I thought, I’d ever survive doing advocacy around Palestine after losing my grandfather 1/",2024-11-05T03:54:22.000Z,1529,133,27,54410,2742,101.55555555555556
48,364319611,https://www.tiktok.com/@harbaugh4congress/video/7433630256671591722,TikTok,25508307,Harbaugh4congress,"{""follower_count"":4137,""following_count"":31,""like_count"":63071,""post_count"":89,""views_count"":307297,""comment_count"":2385,""share_count"":1204}","Comedian Jimmy Dore torching the reasons and justifications for sending weapons to Ukraine and Israel. War is a racket and making us poor.  We urgently need to pay our active duty +veterans more while reducing wasteful military spending in this country ripping off the taxpayer. We have people living under every bridge, crumbling infrastructure, and for profit-sub standard-Healthcare System. We need that money here not going into the pockets of weapons manufacturers that revolving door pay lobbyists to buy off politicians.  This is a recording from the Jose Vega/Diane Sare Peace Rally in Manhattan, NY on 10/26/2024.  I was elated to attend and network with activists and fellow Peace Candidates on the ballot in 2024.  Harbaugh4congress.com #jimmydoreshow #comedy #ukrainewar #israel #lgbtq #trump #biden@The Jimmy Dore Show ",2024-11-05T03:22:02.000Z,9,0,0,291,413,inf
49,364234568,https://twitter.com/cenkuygur/status/1853638616087740894,Twitter,7828091,Cenk Uygur,"{""follower_count"":653531,""following_count"":1668,""like_count"":null,""post_count"":34824,""views_count"":null,""comment_count"":null,""share_count"":null}",@irfan10226545 Trump says he'll do worse. He already called for Israel to do a bigger bombing campaign against Iran. He uses the word Palestinian as an insult. He wanted to ban Muslims from the country in 2016. And Netanyahu is rooting for him to win.,2024-11-05T03:20:59.000Z,206,3,140,15731,65353,466.8071428571429
50,364273775,https://twitter.com/ForhanForOhio/status/1853637152820596847,Twitter,14878536,Elliot Forhan (he/him) ELECT KAMALA HARRIS!,"{""follower_count"":2348,""following_count"":3431,""like_count"":null,""post_count"":58245,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @GoldwagNathan: Wow, it almost seems like Israel controls the West Bank and Gaza, a thing that many people on this site assure me is a r…",2024-11-05T03:15:10.000Z,0,200,0,0,234,inf
51,364331811,https://twitter.com/jgs_TX/status/1853623333801115978,Twitter,24829013,Jenny Garcia Sharon,"{""follower_count"":3541,""following_count"":864,""like_count"":null,""post_count"":48424,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @EllieCohanim: Jewish women for @realDonaldTrump!

Because he gave Israel historic support!

Because he gave American Jews Title VI Civi…",2024-11-05T02:20:16.000Z,0,467,0,0,354,inf
52,364238548,https://twitter.com/alisciaandrews/status/1853619023419715800,Twitter,10621958,Aliscia Andrews,"{""follower_count"":16303,""following_count"":1700,""like_count"":null,""post_count"":15634,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @7NewsDC: A man was arrested for writing pro-Hamas, anti-Israel, and anti-American graffiti on multiple Starbucks stores in Ashburn.

ht…",2024-11-05T02:03:08.000Z,0,2,0,0,1630,inf
53,364273937,https://twitter.com/ForhanForOhio/status/1853618586033463742,Twitter,14878536,Elliot Forhan (he/him) ELECT KAMALA HARRIS!,"{""follower_count"":2348,""following_count"":3427,""like_count"":null,""post_count"":58200,""views_count"":null,""comment_count"":null,""share_count"":null}",RT @abesilbe: Israel is an occupying power in the post-1967 territories. The IDF is an occupation force when operating in occupied territor…,2024-11-05T02:01:24.000Z,0,13,0,0,234,inf
54,364290938,https://twitter.com/RitchieTorres/status/1853615622136946909,Twitter,8065227,Ritchie Torres,"{""follower_count"":211912,""following_count"":9028,""like_count"":null,""post_count"":11491,""views_count"":null,""comment_count"":null,""share_count"":null}","Eric Cheyfitz, who is a Cornell Professor, demonizes Israel and lionizes Hamas, treating good as evil and evil as good. He insists Hamas is morally different from Al Qaeda and ISIS because it does not advocate for “universal jihad.”  It simply seeks to wipe Israel off the map. https://t.co/iJgx8DIOeG",2024-11-05T01:49:37.000Z,1939,440,216,31588,21191,98.10648148148148
55,364225001,https://twitter.com/ehsanjoarder/status/1853611230553948593,Twitter,25508338,Ehsan Joarder,"{""follower_count"":3353,""following_count"":1517,""like_count"":null,""post_count"":911,""views_count"":null,""comment_count"":null,""share_count"":null}","@itsmorganariel But they spit on Christians there, you can’t get married as a Christian in Israel. You cannot preach Christianity in Israel. They hate Christians just as much as they hate muslims.",2024-11-05T01:32:10.000Z,3,0,0,105,335,inf
56,364288790,https://twitter.com/DavidKimForCA/status/1853610261955186981,Twitter,6984716,David Kim for U.S. Congress (he/him/his),"{""follower_count"":16226,""following_count"":2287,""like_count"":null,""post_count"":13474,""views_count"":null,""comment_count"":null,""share_count"":null}",RT @caliactivist: Friends let’s give this opportunity everything we have!! @DavidKimForCA the progressive- including Palestine! 🇵🇸 Let’s se…,2024-11-05T01:28:19.000Z,0,15,0,0,1622,inf
57,364225010,https://twitter.com/ehsanjoarder/status/1853605993004835100,Twitter,25508338,Ehsan Joarder,"{""follower_count"":3353,""following_count"":1517,""like_count"":null,""post_count"":911,""views_count"":null,""comment_count"":null,""share_count"":null}","@elonmusk @realDonaldTrump No thanks, I don’t want United States of Israel. I’ll be voting for kayne west and nick fuentes! #ye24 baby!  @NickJFuentes",2024-11-05T01:11:21.000Z,2,0,0,29,335,inf
58,364273979,https://twitter.com/ForhanForOhio/status/1853603940975477111,Twitter,14878536,Elliot Forhan (he/him) ELECT KAMALA HARRIS!,"{""follower_count"":2348,""following_count"":3427,""like_count"":null,""post_count"":58200,""views_count"":null,""comment_count"":null,""share_count"":null}",RT @theIMEU: THREAD: Israel just bombed the pediatric and nursery wards of Kamal Adwan Hospital – one of the last hospitals in north Gaza.…,2024-11-05T01:03:12.000Z,0,568,0,0,234,inf
59,364280282,https://twitter.com/RashidaTlaib/status/1853603769134530957,Twitter,7501325,Rashida Tlaib,"{""follower_count"":1482520,""following_count"":2600,""like_count"":null,""post_count"":19515,""views_count"":null,""comment_count"":null,""share_count"":null}",RT @theIMEU: THREAD: Israel just bombed the pediatric and nursery wards of Kamal Adwan Hospital – one of the last hospitals in north Gaza.…,2024-11-05T01:02:31.000Z,0,976,0,0,148252,inf
60,364233995,https://twitter.com/ThePastorRyan/status/1853602414491791864,Twitter,10351851,Rep. Ryan Rose 🇺🇸,"{""follower_count"":3306,""following_count"":2349,""like_count"":null,""post_count"":9168,""views_count"":null,""comment_count"":null,""share_count"":null}","RT @TomCottonAR: The most antisemitic politicians who support Hamas and want Israel wiped off the map are rooting for Kamala Harris. 

Vote…",2024-11-05T00:57:08.000Z,0,1170,0,0,330,inf
61,364165661,https://twitter.com/TomCottonAR/status/1853601121647960373,Twitter,6911909,Tom Cotton,"{""follower_count"":613142,""following_count"":1106,""like_count"":null,""post_count"":11465,""views_count"":null,""comment_count"":null,""share_count"":null}","The most antisemitic politicians who support Hamas and want Israel wiped off the map are rooting for Kamala Harris. 

Vote for President Trump.",2024-11-05T00:52:00.000Z,6569,1224,435,131021,61314,140.95172413793102
62,364278896,https://twitter.com/MaryBentleyAR/status/1853596697793855698,Twitter,10667627,Mary Bentley,"{""follower_count"":2896,""following_count"":2020,""like_count"":null,""post_count"":6610,""views_count"":null,""comment_count"":null,""share_count"":null}",RT @TomCottonAR: Barack Obama sent billions to the Iranian regime that is trying to wipe Israel off the map. He let the UN jackals attack I…,2024-11-05T00:34:25.000Z,0,4192,0,0,289,inf
